/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_134.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_134.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_134.jpg,0,0,0,9.43E-07,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_201.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_201.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_201.jpg,0,0,0,3.64E-06,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_277.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_277.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_277.jpg,0,0,0,5.30E-06,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_345.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_345.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_345.jpg,0,0,0,6.03E-06,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_415.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_415.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_415.jpg,0,0,0,1.98E-06,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_488.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_488.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_488.jpg,0,0,0,2.87E-06,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_558.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_558.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_558.jpg,0,0,0,3.77E-06,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_634.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_634.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_634.jpg,-0.05,0,0,4.57E-06,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_702.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_702.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_702.jpg,-0.05390453,0,0,5.37E-06,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_775.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_775.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_775.jpg,0,0.08754015,0,0.03809238,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_848.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_848.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_848.jpg,0,0.2640481,0,0.1750229,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_916.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_916.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_916.jpg,0,0.5087432,0,0.5262249,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_40_985.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_40_985.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_40_985.jpg,0,0.6911731,0,0.9287311,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_41_052.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_41_052.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_41_052.jpg,0,0.8702942,0,1.56381,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_41_120.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_41_120.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_41_120.jpg,0,1,0,2.50731,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_41_190.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_41_190.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_41_190.jpg,-0.03909935,1,0,3.211075,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_41_258.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_41_258.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_41_258.jpg,-0.1465212,1,0,4.147398,,,,,,
/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/center_2018_06_26_16_44_41_343.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/left_2018_06_26_16_44_41_343.jpg,/Users/Admin/Desktop/CarND-Behavoiral-Cloning-Data/IMG/right_2018_06_26_16_44_41_343.jpg,-0.2064048,1,0,5.075865,,,,,,
